NETGEAR,WIFI 1,Basabeso,Ehab,basant,room
-70,-63,-65,-61,-63,1
-71,-64,-62,-65,-64,1
-66,-64,-69,-60,-64,1
-68,-65,-70,-68,-65,1
-66,-62,-71,-66,-62,1
-76,-60,-68,-58,-60,1
-68,-59,-67,-62,-59,1
-65,-61,-68,-62,-61,1
-71,-61,-66,-65,-61,1
-71,-59,-65,-70,-59,1
-70,-59,-71,-79,-59,1
-70,-71,-78,-72,-71,1
-67,-64,-71,-68,-64,1
-72,-70,-72,-70,-70,1
-71,-63,-64,-58,-63,1
-75,-64,-68,-65,-64,1
-81,-68,-66,-67,-68,1
-73,-63,-63,-65,-63,1
-70,-60,-64,-66,-60,1
-67,-62,-69,-50,-62,1
-67,-62,-70,-56,-62,1
-70,-62,-69,-55,-62,1
-68,-69,-66,-71,-69,1
-64,-64,-67,-70,-64,1
-79,-61,-62,-72,-61,1
-67,-64,-66,-67,-64,1
-64,-59,-74,-72,-59,1
-63,-60,-71,-74,-60,1
-71,-70,-63,-72,-70,1
-78,-64,-65,-70,-64,1
-68,-63,-69,-70,-63,1
-66,-63,-74,-75,-63,1
-69,-66,-71,-82,-66,1
-70,-58,-68,-75,-58,1
-72,-56,-70,-71,-56,1
-72,-61,-67,-73,-61,1
-69,-60,-69,-76,-60,1
-68,-60,-68,-69,-60,1
-71,-60,-69,-76,-60,1
-66,-63,-69,-69,-63,1
-62,-65,-69,-66,-65,1
-69,-59,-67,-66,-59,1
-76,-67,-68,-79,-67,1
-69,-64,-68,-65,-64,1
-73,-59,-64,-63,-59,1
-71,-65,-69,-66,-65,1
-71,-56,-77,-63,-56,1
-74,-58,-67,-65,-58,1
-64,-33,-69,-74,-33,1
-72,-26,-60,-68,-26,1
-64,-48,-74,-71,-48,1
-70,-31,-75,-76,-31,1
-83,-66,-65,-79,-66,1
-63,-38,-66,-72,-38,1
-67,-32,-70,-72,-32,1
-68,-53,-76,-71,-53,1
-82,-42,-68,-65,-42,1
-74,-45,-76,-70,-45,1
-68,-55,-70,-74,-55,1
-70,-45,-79,-73,-45,1
-75,-53,-69,-71,-53,1
-82,-56,-68,-75,-56,1
-74,-60,-73,-76,-60,1
-74,-54,-67,-62,-54,1
-70,-53,-70,-63,-53,1
-69,-63,-67,-62,-63,1
-66,-61,-66,-71,-61,1
-63,-43,-64,-66,-43,1
-64,-62,-71,-57,-62,1
-69,-68,-71,-66,-68,1
-74,-61,-61,-66,-61,1
-72,-58,-62,-74,-58,1
-72,-63,-71,-68,-63,1
-71,-71,-71,-67,-71,1
-68,-57,-73,-70,-57,1
-68,-58,-66,-62,-58,1
-69,-61,-62,-68,-61,1
-68,-57,-71,-65,-57,1
-67,-54,-71,-61,-54,1
-69,-62,-67,-74,-62,1
-66,-62,-67,-66,-62,1
-65,-62,-71,-63,-62,1
-63,-55,-72,-62,-55,1
-62,-55,-70,-64,-55,1
-64,-56,-73,-78,-56,1
-81,-63,-67,-65,-63,1
-73,-62,-63,-63,-62,1
-77,-55,-62,-70,-55,1
-71,-61,-63,-69,-61,1
-71,-57,-61,-70,-57,1
-67,-58,-68,-68,-58,1
-67,-52,-68,-68,-52,1
-69,-69,-71,-67,-69,1
-69,-67,-66,-71,-67,1
-72,-53,-72,-67,-53,1
-63,-54,-63,-75,-54,1
-73,-61,-68,-67,-61,1
-73,-40,-71,-77,-40,1
-58,-61,-65,-74,-61,1
0,-40,-68,-67,-40,1
-71,-61,-61,-66,-61,1
-67,-61,-75,-66,-61,1
-64,-62,-65,-62,-62,1
0,-62,-61,-64,-62,1
0,-69,-66,-66,-69,1
-83,-57,-62,-64,-57,1
-67,-54,-65,-72,-54,1
0,-54,-64,-66,-54,1
-67,-57,-71,-64,-57,1
-72,-50,-69,-70,-50,1
-71,-52,-72,-61,-52,1
-60,-53,-67,-66,-53,1
0,-52,-72,-71,-52,1
-57,-52,-67,-69,-52,1
-65,-50,-68,-64,-50,1
-67,-63,-69,-70,-63,1
-74,-55,-72,-69,-55,1
-73,-59,-64,-76,-59,1
-68,-44,-72,-66,-44,1
-65,-63,-67,-61,-63,1
-71,-63,-70,-69,-63,1
-70,-61,-65,-68,-61,1
-67,-68,-67,-72,-68,1
-68,-58,-60,-74,-58,1
-69,-55,-58,-66,-55,1
-75,-68,-68,-63,-68,1
-74,-59,-66,-65,-59,1
-68,-59,-68,-63,-59,1
-66,-69,-69,-68,-69,1
-68,-52,-64,-60,-52,1
-67,-52,-64,-57,-52,1
-74,-59,-65,-64,-59,1
-84,-61,-65,-59,-61,1
-78,-61,-82,-60,-61,1
-72,-55,-69,-56,-55,1
-73,-58,-76,-60,-58,1
-75,-57,-66,-54,-57,1
-76,-45,-74,-65,-45,1
-76,-42,-69,-57,-42,1
-71,-41,-69,-61,-41,1
-71,-46,-69,-58,-46,1
-69,-48,-60,-60,-48,1
-75,-59,-72,-64,-59,1
-71,-43,-68,-58,-43,1
0,-59,-68,-53,-59,1
-74,-56,-64,-57,-56,1
-66,-56,-66,-57,-56,1
-73,-57,-63,-70,-57,1
-75,-55,-71,-67,-55,1
-72,-42,-66,-61,-42,1
-60,-38,-69,-64,-38,1
-74,-62,-66,-60,-62,1
-69,-56,-64,-66,-56,1
-64,-53,-55,-65,-53,1
-66,-52,-63,-63,-52,1
-70,-55,-58,-60,-55,1
0,-53,-63,-61,-53,1
-68,-59,-70,-67,-59,1
-69,-59,-67,-62,-59,1
-69,-53,-72,-62,-53,1
-70,-58,-69,-58,-58,1
-65,-56,-69,-66,-56,1
-68,-60,-72,-75,-60,3
-63,-58,-73,-69,-58,3
-73,-59,-71,-66,-59,3
0,-62,-71,-73,-71,3
-62,-60,0,-72,-72,3
-64,-55,-67,-65,-68,3
-63,-59,-68,-65,-69,3
-64,-63,-68,-74,-72,3
-64,-58,-70,-66,-73,3
-63,-55,-73,-68,-74,3
-66,-53,-76,-71,-77,3
-64,-66,0,-72,-66,3
-65,-59,-73,-68,-78,3
-66,-55,-77,-70,-70,3
-67,-57,-81,-65,-68,3
-64,-58,-79,-72,-70,3
-65,-57,0,-67,-73,3
-66,-63,0,-72,-76,3
-68,-60,-72,-62,-77,3
-70,-58,-70,-74,-78,3
-68,-56,-73,-70,-74,3
-75,-55,-77,-70,-55,3
-67,-60,0,-61,-76,3
-66,-65,-70,-63,-69,3
-71,-52,-66,-54,-68,3
-74,-73,-63,-68,-84,3
-76,-65,0,-72,-76,3
-77,-63,-62,-79,-63,3
-78,-72,-49,-75,-83,3
-74,-70,-62,-71,-70,3
-77,-68,-57,-72,-88,3
-77,-77,-53,-80,-81,3
-78,-71,0,-72,-71,3
0,-64,-52,-74,-64,3
-82,-73,-53,-85,-85,3
-82,-72,0,-77,-84,3
0,-71,-56,-84,-71,3
0,-69,-54,-82,-69,3
-88,-68,-56,-76,-68,3
-81,-66,-54,-84,-66,3
-84,-62,-52,-84,-62,3
-83,-61,0,-80,-86,3
-85,-64,-46,-82,-86,3
-78,-66,-53,-77,-66,3
-80,-65,-53,-77,-81,3
-77,-66,-54,-78,-80,3
-83,-67,-53,-81,-67,3
-78,-64,-52,-76,-81,3
-80,-65,-53,-78,-83,3
0,-64,-55,-80,-83,3
-86,-64,-53,-78,-82,3
-75,-65,-55,-73,-86,3
-85,-69,-55,-79,-69,3
-79,-70,-55,-76,-89,3
-78,-67,-55,-78,-85,3
-85,-67,-58,-74,-67,3
-81,-65,0,-74,-65,3
-84,-65,-59,-77,-65,3
-82,-67,-51,-79,-83,3
-81,-67,0,-76,-84,3
-76,-65,-56,-74,-65,3
-80,-63,-58,-74,-63,3
-75,-64,-58,-80,-88,3
-78,-66,-53,-79,-85,3
-75,-69,-62,-71,-69,3
-74,-63,0,-73,-88,3
-73,-70,-54,-71,-89,3
-77,-66,-44,-68,-82,3
-75,-66,-52,-71,-86,3
-73,-67,-43,-69,-67,3
-77,-67,-58,-80,-84,3
-74,-69,-57,-79,-83,3
-83,-68,-61,-73,-68,3
-85,-68,-59,-76,-68,3
-86,-71,-56,-76,-84,3
-80,-67,-54,-78,-85,3
0,-73,-39,-73,-73,3
-79,-68,-60,-72,-89,3
-80,-70,-40,-73,-84,3
-84,-72,-50,-77,-72,3
-80,-72,-42,-75,-72,3
-85,-70,0,-77,-80,3
-75,-68,-51,-68,-79,3
-81,-67,-60,-75,-87,3
-80,-75,-53,-72,-75,3
-75,-67,-54,-76,-67,3
-73,-69,-67,-68,-81,3
-76,-69,-60,-82,-88,3
0,-71,-57,-80,-71,3
0,-64,-69,-78,-88,3
-78,-68,-62,-79,-84,3
-82,-72,-63,-79,-72,3
-77,-76,-56,-74,-83,3
-81,-75,-61,-76,-84,3
0,-73,-58,-77,-73,3
0,-72,-59,-87,-81,3
-89,-68,0,-78,-82,3
-80,-72,-55,-73,-72,3
-86,-70,-56,-78,-85,3
-77,-69,0,-82,-69,3
0,-69,-40,-80,-87,3
0,-67,-58,-72,-67,3
-81,-68,0,-71,-68,3
-86,-74,-59,-85,-74,3
-85,-68,-56,-89,-86,3
-75,-67,-51,-73,-67,3
-80,-66,-54,-76,-66,3
-87,-70,-55,-81,-70,3
-90,-76,0,-81,-76,3
-85,-68,-51,-80,-86,3
-76,-65,-42,-76,-84,3
-78,-65,-53,-85,-65,3
-78,-64,-47,-76,-83,3
-79,-65,-56,-83,-86,3
-78,-64,-48,-80,-87,3
-78,-67,-46,-80,-67,3
-87,-68,-39,-77,-86,3
-78,-69,0,-71,-94,3
-77,-77,-41,-70,-89,3
-83,-74,-43,-72,-74,3
-77,-69,0,-73,-69,3
-85,-80,-48,-72,-80,3
-83,-67,-38,-73,-87,3
-80,-75,0,-72,-75,3
-88,-61,-55,-83,-83,3
-89,-66,-62,-78,-66,3
-81,-66,-53,-82,-66,3
-80,-74,-53,-76,-86,3
-83,-68,-48,-83,-68,3
-88,-62,-53,-76,-91,3
-78,-69,-51,-79,-88,3
-75,-63,-49,-77,-81,3
-83,-66,-54,-72,-88,3
-84,-72,-53,-76,-72,3
-79,-67,-41,-84,-67,3
-86,-67,0,-76,-67,3
-80,-67,-49,-74,-91,3
-76,-69,-61,-74,-69,3
-82,-69,-67,-71,-91,3
-82,-71,-57,-77,-93,3
-92,-77,-57,-80,-77,3
-84,-67,-42,-86,-94,3
-80,-73,-39,-78,-73,3
-81,-73,-41,-81,-90,3
0,-72,-50,-84,-72,3
-83,-73,-49,-82,-88,3
-81,-74,-57,-83,-74,3
-81,-73,-52,-74,-73,3
-83,-75,-56,-75,-75,3
0,-72,-54,-75,-72,3
-85,-78,-53,-72,-78,3
-84,-75,-54,-75,-75,3
-84,-79,-50,-75,-79,3
-82,-74,0,-75,-74,3
-77,-72,0,-80,-84,3
-88,-77,-56,-78,-87,3
-82,-71,-48,-79,-71,3
-90,-76,-53,-71,-76,3
0,-69,-53,-72,-69,3
-78,-68,-61,-73,-87,3
-83,-77,0,-76,-84,3
0,-64,-40,-85,-82,3
-83,-65,-38,-89,-88,3
-80,-64,-52,-71,-64,3
-86,-62,-43,-75,-62,3
-80,-64,-52,-81,-87,3
-81,-63,-55,-77,-63,3
-81,-68,-59,-79,-68,3
-86,-65,-67,-79,-86,3
-85,-65,0,-73,-89,3
-85,-65,-56,-78,-65,3
-77,-73,-38,-79,-89,3
-77,-81,0,-79,-81,3
-74,-67,-58,-77,-67,3
-84,-63,-48,-76,-86,3
-85,-69,-35,-75,-69,3
-77,-69,-45,-73,-69,3
-83,-69,-38,-75,-79,3
-83,-69,-34,-67,-79,3
-78,-74,-34,-73,-86,3
-81,-72,-36,-74,-82,3
-83,-73,-37,-72,-85,3
-84,-66,-40,-73,-91,3
0,-68,-38,-75,-68,3
-80,-68,-36,-73,-68,3
-86,-66,-35,-71,-83,3
-83,-65,-38,-71,-65,3
-81,-68,-36,-70,-82,3
-80,-66,-35,-70,-66,3
-79,-65,-34,-73,-87,3
-83,-71,-31,-74,-86,3
-92,-66,-37,-82,-81,3
-86,-65,-36,-84,-65,3
-76,-66,0,-81,-66,3
-78,-67,-36,-84,-67,3
-84,-66,-37,-73,-66,3
-80,-70,0,-75,-78,3
-85,-70,-37,-80,-78,3
-77,-68,-37,-74,-78,3
-85,-72,-39,-77,-72,3
-83,-70,-37,-73,-84,3
-82,-66,-37,-70,-81,3
-87,-66,-37,-75,-86,3
-84,-67,-34,-84,-81,3
-77,-62,-25,-78,-62,3
-80,-65,0,-84,-82,3
-81,-64,-22,-84,-64,3
-80,-68,-25,-83,-82,3
-84,-68,0,-80,-83,3
-82,-67,-24,-78,-67,3
-79,-68,-21,-75,-90,3
-79,-66,0,-76,-92,3
-79,-63,-22,-77,-63,3
-84,-65,-22,-88,-83,3
-81,-67,-24,-82,-67,3
-77,-63,-24,-86,-84,3
-87,-63,-22,-79,-86,3
-82,-65,-25,-85,-84,3
0,-65,-25,-90,-88,3
-78,-62,-23,-85,-82,3
-75,-64,-26,-83,-84,3
-78,-61,-32,-86,-61,3
-76,-65,-24,-81,-65,3
-75,-58,-35,-74,-81,3
-75,-69,-34,-74,-69,3
-74,-70,-40,-70,-83,3
-78,-69,0,-72,-86,3
-72,-66,-33,-74,-83,3
-74,-75,-35,-73,-80,3
-73,-74,-35,-74,-74,3
-74,-71,-35,-74,-88,3
0,-67,-36,-73,-82,3
-79,-67,0,-82,-84,3
-81,-69,-34,-79,-69,3
-74,-64,-43,-83,-64,3
-75,-69,-40,-78,-69,3
-72,-69,-39,-73,-81,3
0,-64,-36,-70,-64,3
-76,-60,-44,-75,-84,3
-81,-63,-40,-74,-63,3
-78,-63,-41,-77,-63,3
-81,-76,-40,-82,-76,3
-84,-65,-39,-80,-65,3
-82,-73,-55,-73,-73,3
-78,-65,-40,-76,-65,3
-77,-72,-38,-78,-72,3
-78,-66,-44,-79,-66,3
-73,-67,-38,-76,-85,3
-83,-66,-44,-79,-66,3
-75,-69,-38,-74,-75,3
-73,-61,-53,-84,-85,3
-77,-66,-53,-71,-66,3
-81,-72,-52,-79,-81,3
-71,-74,-52,-76,-92,3
-86,-70,-46,-75,-70,3
-75,-64,-49,-72,-83,3
-81,-62,-57,-71,-83,3
-78,-72,-44,-72,-80,3
0,-63,-39,-73,-63,3
-80,-68,-41,-75,-78,3
-75,-65,-41,-77,-65,3
0,-71,-54,-72,-88,3
-71,-67,0,-69,-85,3
-84,-63,-47,-73,-63,3
0,-66,-42,-71,-66,3
-75,-62,-43,-77,-82,3
-77,-69,-38,-70,-81,3
-83,-63,-51,-67,-63,3
-87,-61,0,-79,-78,3
-75,-66,-38,-78,-85,3
-79,-64,-54,-77,-64,3
-76,-63,0,-78,-82,3
-76,-68,-34,-74,-68,3
-78,-68,-38,-85,-88,3
-82,-65,-44,-81,-84,3
-78,-73,-39,-74,-73,3
-79,-69,-39,-72,-69,3
-86,-78,0,-85,-78,3
-79,-67,0,-70,-67,3
-78,-77,0,-85,-77,3
-80,-68,0,-77,-68,3
-78,-67,-32,-75,-67,3
-80,-63,-34,-76,-63,3
-73,-67,-38,-75,-67,3
-75,-66,-35,-76,-66,3
-76,-68,-37,-88,-68,3
-73,-58,-53,-76,-58,3
-74,-61,-37,-72,-61,3
-74,-80,-56,-84,-80,3
-78,-65,-49,-87,-65,3
-73,-62,-47,-78,-62,3
-76,-68,-36,-80,-68,3
-78,-64,-32,-73,-64,3
-75,-65,-32,-70,-65,3
-78,-57,-39,-73,-57,3
-73,-64,-57,-73,-64,3
-75,-59,-38,-73,-59,3
0,-58,-52,-71,-58,3
-80,-62,-29,-74,-62,3
-85,-70,-53,-75,-70,3
-78,-78,-42,-73,-78,3
-74,-77,-45,-81,-77,3
-83,-68,-53,-76,-68,3
-80,-68,-43,-79,-68,3
-81,-71,0,-79,-71,3
-82,-74,-41,-83,-74,3
-72,-70,-32,-74,-70,3
-76,-68,-41,-77,-68,3
-79,-66,-34,-76,-66,3
-82,-64,-40,-81,-64,3
-77,-58,-42,-71,-58,3
-88,-66,-34,-76,-66,3
-74,-77,-30,-81,-77,3
-79,-72,-59,-75,-72,3
-75,-68,-42,-73,-68,3
-79,-69,-40,-75,-69,3
-76,-72,-36,-89,-72,3
-83,-70,-55,-83,-70,3
-71,-65,-43,-72,-65,3
-83,-71,0,-74,-71,3
-78,-69,-25,-72,-69,3
-78,-64,-35,-69,-64,3
-85,-61,-35,-85,-61,3
-81,-70,-34,-72,-70,3
-83,-71,-55,-76,-71,3
-82,-65,-50,-73,-65,3
-83,-70,-50,-79,-70,3
-88,-70,-45,-77,-70,3
-84,-76,0,-81,-76,3
-82,-69,-37,-71,-69,3
-74,-65,-37,-72,-65,3
-72,-68,-50,-72,-68,3
-69,-68,-50,-80,-68,3
-74,-67,-33,-76,-67,3
-77,-60,-54,-75,-60,3
-74,-63,-34,-66,-63,3
-78,-65,-42,-75,-65,3
-77,-62,-36,-69,-62,3
-85,-67,0,-79,-67,3
-73,-66,-39,-77,-66,3
-75,-66,-57,-69,-66,3
-76,-67,0,-72,-67,3
-73,-69,-39,-71,-69,3
-73,-63,-56,-67,-63,3
-87,-74,-38,-70,-74,3
-77,-67,-37,-75,-67,3
-74,-65,-42,-75,-65,3
-82,-64,0,-76,-64,3
-77,-66,-62,-75,-66,3
-82,-64,-54,-75,-64,3
-79,-63,-50,-72,-63,3
-77,-67,-49,-72,-67,3
-74,-65,-47,-73,-65,3
-84,-68,-53,-76,-68,3
0,-70,-60,-75,-70,3
-75,-61,-58,-73,-61,3
-75,-69,-41,-68,-69,3
-76,-75,-57,-82,-75,3
-85,-61,-37,-74,-61,3
-80,-65,0,-72,-65,3
-75,-66,-44,-81,-66,3
-79,-63,-36,-74,-63,3
-77,-70,-37,-80,-70,3
-78,-73,-30,-72,-73,3
-75,-64,-37,-71,-64,3
-77,-61,-44,-81,-61,3
-74,-63,-39,-72,-63,3
0,-61,-51,-73,-61,3
-76,-68,-43,-72,-68,3
-72,-62,-41,-72,-62,3
-84,-67,-51,-69,-67,3
-76,-63,-34,-69,-63,3
-76,-72,-29,-73,-72,3
-77,-69,-37,-73,-69,3
-75,-61,-51,-77,-61,3
-82,-70,-38,-78,-70,3
-73,-65,-51,-73,-65,3
-79,-68,0,-79,-68,3
-75,-60,-36,-81,-60,3
-83,-68,-59,-75,-68,3
-69,-65,-54,-74,-65,3
-80,-60,-55,-72,-60,3
-75,-66,-41,-85,-66,3
-81,-62,-42,-74,-62,3
-81,-59,-36,-78,-59,3
-73,-68,-40,-72,-68,3
-69,-67,0,-78,-67,3
-80,-73,-56,-77,-73,3
-79,-76,-48,-83,-76,3
-78,-68,-32,-80,-68,3
-77,-64,-38,-73,-64,3
-75,-70,-37,-75,-70,3
-78,-71,-38,-80,-71,3
-74,-65,-34,-73,-65,3
0,-69,-41,-79,-69,3
-74,-68,-51,-74,-68,3
-68,-65,-52,-72,-65,3
-75,-64,-34,-70,-64,3
-82,-69,0,-80,-69,3
-79,-67,-37,-72,-67,3
0,-68,-31,-69,-68,3
-85,-68,-41,-74,-68,3
-78,-68,-41,-74,-68,3
0,-67,-37,-76,-67,3
-79,-66,-40,-75,-66,3
-81,-67,-38,-80,-67,3
-79,-67,-32,-83,-67,3
-87,-63,-37,-75,-63,3
-83,-69,-37,-73,-69,3
-79,-69,-40,-78,-69,3
0,-65,-37,-82,-65,3
-75,-68,-41,-84,-68,3
-81,-71,-42,-72,-71,3
-64,-37,-67,-67,-37,3
-60,-31,-64,-62,-31,3
-65,-51,-58,-69,-51,3
0,-40,-79,-75,-40,3
-63,-33,-68,-65,-33,3
-71,-28,0,-77,-28,3
-74,-49,-71,-71,-49,3
-71,-41,-62,-65,-41,3
-77,-57,0,-65,-57,3
-74,-66,-58,-66,-66,3
-79,-65,-48,-71,-65,3
-76,-66,-58,-72,-66,3
-75,-64,-44,-78,-64,3
-80,-66,-42,-74,-66,3
-76,-59,-37,-72,-59,3
0,-65,-38,-69,-65,3
-80,-63,-58,-71,-63,3
-75,-68,-37,-74,-68,3
-80,-70,-40,-75,-70,3
-76,-74,-35,-79,-74,3
-77,-70,-37,-74,-70,3
-75,-73,-36,-72,-73,3
-76,-68,-39,-72,-68,3
-79,-71,-38,-72,-71,3
-75,-70,-34,-74,-70,3
-77,-69,-33,-74,-69,3
-77,-70,-36,-72,-70,3
-81,-71,-37,-72,-71,3
0,-68,-36,-71,-68,3
-77,-67,-36,-72,-67,3
-77,-68,-34,-75,-68,3
-75,-69,-58,-72,-69,3
-87,-64,-54,-68,-64,3
-83,-66,-44,-76,-66,3
-80,-67,-41,-74,-67,3
-81,-61,-55,-80,-61,3
-75,-62,-37,-75,-62,3
-79,-66,-53,-75,-66,3
-77,-66,-47,-77,-66,3
0,-66,-43,-74,-66,3
-76,-64,-46,-78,-64,3
-76,-68,-35,-76,-68,3
-80,-68,-42,-75,-68,3
-78,-67,-40,-78,-67,3
-81,-69,-34,-75,-69,3
0,-68,-40,-76,-68,3
0,-71,-35,-74,-71,3
-83,-68,-42,-75,-68,3
-78,-70,0,-75,-70,3
-79,-68,-50,-74,-68,3
-85,-79,-41,-74,-79,3
-80,-72,-46,-74,-72,3
-80,-66,-33,-76,-66,3
-85,-72,-37,-73,-72,3
0,-73,-37,-72,-73,3
-83,-63,-37,-87,-63,3
-80,-76,-48,-76,-76,3
-86,-76,0,0,-76,3
0,-66,-40,-76,-66,3
-81,-74,-37,-81,-74,3
-78,-69,0,-81,-69,3
-83,-65,-39,-76,-65,3
-81,-68,-39,-80,-68,3
-85,-68,-39,-77,-68,3
-86,-66,-37,-75,-66,3
-80,-72,-39,-81,-72,3
-82,-72,-40,-77,-72,3
-84,-66,-38,-76,-66,3
-85,-68,-35,-79,-68,3
-87,-69,-48,-77,-69,3
-82,-78,-39,-76,-78,3
-77,-67,-51,-78,-67,3
-80,-66,-52,-74,-66,3
-81,-66,-57,-75,-66,3
-84,-69,-63,-74,-69,3
-78,-69,-59,-76,-69,3
-70,-74,-52,-77,-74,3
-75,-67,-51,-76,-67,3
-68,-73,-35,-73,-73,3
-82,-71,-45,-71,-71,3
-77,-68,-28,-69,-68,3
-81,-70,-27,-73,-70,3
-80,-65,-31,-73,-65,3
-79,-70,-27,-74,-70,3
-80,-64,-25,-81,-64,3
-80,-65,-28,-82,-65,3
-83,-64,-26,-78,-64,3
-77,-69,0,-75,-69,3
-75,-65,-28,-72,-65,3
-78,-71,-30,0,-71,3
-76,-67,-32,-79,-67,3
-79,-66,-29,-73,-66,3
-80,-73,-37,-83,-73,3
-76,-66,-37,0,-66,3
