NETGEAR,WIFI 1,Basabeso,Ehab,basant,room
-75,-64,-37,-74,-64,3
-83,-61,-51,-84,-61,3
-81,-68,-69,-80,-68,3
-76,-67,-45,-80,-67,3
-80,-63,-34,-83,-63,3
-75,-70,0,-72,-70,3
-77,-65,-26,0,-65,3
-79,-61,-26,-78,-61,3
-78,-67,-57,-67,-67,3
-79,-76,-56,-74,-76,3
-74,-70,-37,-85,-70,3
-77,-68,-51,-73,-68,3
-75,-66,-38,-73,-66,3
-79,-64,-37,-73,-64,3
-73,-68,-40,-74,-68,3
-77,-72,-51,-75,-72,3
-72,-68,-37,-73,-68,3
-81,-62,-39,-74,-62,3
0,-71,-40,-72,-71,3
-77,-68,-39,-86,-68,3
-73,-75,-49,-72,-75,3
0,-66,-39,-70,-66,3
-73,-67,-35,-67,-67,3
-72,-65,-44,-67,-65,3
-77,-65,-37,-80,-65,3
-81,-72,-42,-77,-72,3
-74,-66,-53,-80,-66,3
-76,-64,-40,-75,-64,3
-81,-68,-50,-77,-68,3
-77,-62,-55,-74,-62,3
0,-66,-65,-76,-66,3
-77,-69,-44,-76,-69,3
-79,-66,-65,-79,-66,3
-75,-61,-50,-84,-61,3
-75,-64,-42,-80,-64,3
-74,-66,-53,-77,-66,3
-78,-64,-39,-75,-64,3
-77,-64,-40,-84,-64,3
-85,-69,-54,-75,-69,3
-77,-69,-45,-74,-69,3
-76,-68,-55,-74,-68,3
-75,-62,-43,-74,-62,3
-72,-66,-46,-76,-66,3
-71,-60,-52,-72,-60,3
-84,-65,-56,-74,-65,3
-76,-70,-38,-77,-70,3
0,-71,-52,-74,-71,3
-73,-70,-56,-74,-70,3
-79,-80,0,-78,-80,3
-74,-69,-41,-77,-69,3
-76,-70,0,-72,-70,3
-71,-66,0,-75,-66,3
-81,-69,-35,-70,-69,3
-70,-70,-34,-69,-70,3
-74,-69,-35,-74,-69,3
0,-62,-43,-73,-62,3
-75,-65,-35,-77,-65,3
-77,-63,-49,-65,-63,3
-85,-66,-36,0,-66,3
-82,-69,-42,-78,-69,3
-77,-69,-45,-78,-69,3
-82,-77,-46,-72,-77,3
-77,-67,-37,0,-67,3
-78,-66,-42,-81,-66,3
-80,-65,-40,-81,-65,3
-76,-69,-46,-75,-69,3
-91,-71,-44,-78,-71,3
-82,-74,-38,-78,-74,3
-82,-71,-37,-78,-71,3
-77,-74,-42,-87,-74,3
-81,-81,-42,-77,-81,3
-73,-72,-39,-87,-72,3
-78,-72,-59,-83,-72,3
-76,-68,-36,-77,-68,3
-73,-72,-55,0,-72,3
-74,-70,-55,-83,-70,3
-75,-71,-50,-83,-71,3
-86,-68,-44,-79,-68,3
-75,-72,-50,0,-72,3
-83,-71,-39,-75,-71,3
-76,-74,-49,-84,-74,3
-73,-68,-54,-82,-68,3
-75,-66,-56,-83,-66,3
-74,-65,-52,-74,-65,3
-76,-64,-52,-78,-64,3
-76,-79,-54,-86,-79,3
-72,-67,-51,0,-67,3
-79,-77,-49,-70,-77,3
-79,-70,-48,-68,-70,3
-80,-73,-57,-73,-73,3
-76,-65,-39,-68,-65,3
-78,-67,-50,-71,-67,3
-82,-73,-44,-69,-73,3
-79,-67,-50,-73,-67,3
0,-74,-45,-75,-74,3
-78,-74,-43,-76,-74,3
-82,-69,-43,-72,-69,3
-77,-69,-49,-73,-69,3
-81,-69,-52,-74,-69,3
-76,-71,-52,-72,-71,3
-75,-71,-53,-73,-71,3
-79,-73,-53,-73,-73,3
-87,-71,-53,-82,-71,3
-83,-72,-57,-73,-72,3
-79,-68,-59,-72,-68,3
-82,-67,-53,0,-67,3
0,-72,-63,-79,-72,3
-78,-68,-56,-76,-68,3
-84,-62,-45,-68,-62,3
-77,-71,-46,-79,-71,3
-73,-70,-51,-78,-70,3
-73,-70,-55,-72,-70,3
-76,-71,-48,-78,-71,3
-76,-69,-50,-76,-69,3
-76,-67,-54,-71,-67,3
-75,-55,-58,-82,-55,3
-78,-69,-36,-79,-69,3
-80,-64,-36,-71,-64,3
-83,-64,-37,-72,-64,3
-81,-67,-34,-71,-67,3
-77,-62,-37,-72,-62,3
-77,-66,-38,-73,-66,3
-75,-67,-36,-70,-67,3
-78,-66,-35,-72,-66,3
-75,-67,-35,-73,-67,3
-76,-65,-36,-71,-65,3
-79,-66,-34,-73,-66,3
-80,-63,-37,-74,-63,3
-77,-62,-37,-74,-62,3
-79,-64,-35,-73,-64,3
-84,-66,-38,-72,-66,3
-80,-64,-72,-76,-64,3
-80,-66,-36,-75,-66,3
-83,-63,-40,-74,-63,3
-81,-65,-39,-74,-65,3
-85,-66,-37,-75,-66,3
-83,-64,-36,-71,-64,3
-77,-65,-40,-74,-65,3
-80,-64,-38,-75,-64,3
-79,-64,-39,-75,-64,3
-78,-63,-38,-73,-63,3
-79,-64,-38,-75,-64,3
-79,-64,-38,-67,-64,3
-88,-63,-37,-73,-63,3
-78,-65,-38,0,-65,3
-76,-63,-36,-72,-63,3
-75,-63,-38,-72,-63,3
-77,-64,-39,-78,-64,3
-78,-61,-35,-80,-61,3
-78,-63,-37,-72,-63,3
-77,-63,-37,-74,-63,3
-76,-63,-38,-74,-63,3
-78,-63,-36,-77,-63,3
0,-64,-37,-76,-64,3
-77,-62,-38,-72,-62,3
-81,-69,-50,-82,-69,3
-82,-68,-38,-76,-68,3
-79,-67,-47,-84,-67,3
-77,-61,-41,-74,-61,3
-81,-58,-40,-84,-58,3
-78,-62,-46,-76,-62,3
-77,-60,-39,-76,-60,3
-76,-59,-39,-79,-59,3
-77,-61,-41,-73,-61,3
-81,-63,-41,-70,-63,3
-79,-60,-41,-69,-60,3
0,-60,-41,-74,-60,3
-80,-66,-40,-72,-66,3
-79,-62,-41,-71,-62,3
0,-62,-48,-69,-62,3
-78,-58,-38,-68,-58,3
-80,-65,-40,-70,-65,3
-82,-65,-37,-71,-65,3
-81,-63,-34,-73,-63,3
-81,-64,-37,-70,-64,3
-76,-65,-49,-76,-65,3
-78,-67,-62,-76,-67,3
-79,-64,-40,-73,-64,3
-54,-61,0,-56,-82,2
-55,-62,-69,-57,-72,2
-61,-65,-68,-57,-77,2
-59,-62,0,-63,-62,2
-62,-62,-63,-54,-75,2
-53,-57,-64,-63,-69,2
-61,-56,-62,0,-56,2
-56,-54,-61,-57,-72,2
0,-49,-58,-54,-70,2
-43,-66,-62,-59,-66,2
-59,-57,-60,-54,-57,2
0,-62,-64,-53,-83,2
-43,-47,-64,-63,-76,2
-37,-51,0,-57,-51,2
0,-55,-74,-49,-81,2
-52,-58,0,-60,-76,2
-53,-59,-65,-57,-80,2
-58,-66,0,-64,-81,2
-58,-63,-68,-56,-78,2
-64,-58,-68,-57,-75,2
-60,-65,-66,-56,-80,2
-67,-62,-73,-65,-82,2
-63,-63,-72,-52,-79,2
-59,-58,-68,-64,-80,2
-54,-67,0,-58,-77,2
-62,-64,-67,-53,-75,2
0,-63,-63,-51,-76,2
-59,-69,-67,-49,-69,2
-64,-60,-67,-53,-73,2
-59,-55,-62,-53,-83,2
-66,-59,-72,-43,-73,2
-69,-56,-65,-38,-77,2
-60,-63,0,-50,-82,2
-53,-52,-65,-52,-76,2
-56,-55,-65,-52,-84,2
-60,-57,0,-56,-77,2
-52,-55,0,-41,-55,2
-54,-53,-70,-59,-90,2
-55,-59,0,-44,-77,2
-59,-66,-65,-51,-66,2
-53,-60,-66,-52,-73,2
-65,-65,-59,-55,-75,2
-68,-54,-69,-60,-54,2
0,-56,-56,-59,-69,2
-67,-58,-62,-24,-58,2
-58,-58,-68,-35,-70,2
-45,-55,-66,-62,-72,2
-59,-60,-63,-55,-60,2
-59,-61,-63,-54,-77,2
-58,-63,-66,-55,-84,2
-52,-65,-66,-52,-83,2
-55,-63,-64,-55,-79,2
-59,-66,-61,-56,-78,2
-56,-65,-68,-59,-78,2
-54,-76,-60,-61,-76,2
-57,-64,-62,-60,-80,2
-55,-65,-64,-52,-85,2
-58,-51,-62,-67,-51,2
0,-55,-63,-53,-73,2
-70,-57,-69,-56,-82,2
-61,-52,-74,-58,-79,2
-62,-64,-61,-59,-74,2
-60,-63,-72,-57,-76,2
-59,-54,-65,-42,-78,2
-56,-57,-64,-57,-57,2
-58,-60,-56,-56,-60,2
-60,-68,-61,-65,-69,2
-64,-61,-68,-66,-61,2
-62,-63,0,-56,-74,2
-66,-64,-66,-55,-78,2
-61,-59,-63,-55,-78,2
-56,-56,-69,-54,-56,2
-67,-57,-70,-55,-76,2
-68,-56,-71,-53,-74,2
-61,-57,-70,-58,-78,2
-60,-61,-61,-60,-77,2
-70,-54,-63,-65,-74,2
-54,-66,-69,-61,-66,2
0,-56,-58,-56,-88,2
-66,-54,0,-57,-54,2
-45,-53,-65,-62,-74,2
-62,-55,-65,-56,-75,2
-69,-65,0,-56,-70,2
-54,-61,-60,-55,-78,2
0,-63,-67,-49,-76,2
-56,-64,0,-55,-64,2
-59,-49,-67,-58,-49,2
-42,-54,-73,-55,-75,2
-34,-67,-58,-59,-67,2
-36,-63,-65,-52,-63,2
0,-60,-60,-56,-77,2
-41,-57,-61,-63,-57,2
-40,-58,-62,-63,-58,2
-50,-66,-75,-62,-66,2
-50,-61,-74,-59,-61,2
-43,-62,-70,-61,-62,2
-55,-64,-66,-59,-74,2
-54,-64,-69,-61,-77,2
-61,-56,-66,-59,-56,2
-44,-57,-66,-62,-72,2
-63,-58,-54,-58,-58,2
-36,-69,-65,-58,-82,2
-36,-57,-70,-66,-81,2
-40,-65,-60,-58,-88,2
-36,-58,-68,-51,-83,2
-56,-61,-64,-65,-89,2
-39,-56,-62,-59,-80,2
-54,-53,-70,-48,-78,2
-56,-56,-67,-54,-77,2
-58,-59,-73,-59,-87,2
-60,-57,-68,-69,-75,2
-64,-41,-69,-59,-80,2
-62,-42,-69,-63,-81,2
-54,-57,-62,-70,-70,2
-43,-48,-63,-73,-76,2
-60,-60,-70,-61,-76,2
0,-65,-69,-57,-84,2
0,-62,0,-64,-90,2
-52,-76,-65,-56,-81,2
-62,-63,-62,-64,-77,2
-55,-63,-75,-58,-63,2
-59,-59,-64,-58,-59,2
-58,-63,-62,-51,-79,2
0,-67,0,-65,-88,2
-55,-64,-53,-58,-64,2
-64,-67,-57,-59,-85,2
-56,-66,0,-65,-84,2
-45,-68,-64,-64,-78,2
-56,-57,-69,-58,-80,2
-45,-61,-61,-60,-61,2
-55,-63,-71,-62,-71,2
-57,-65,-60,-62,-76,2
-65,-54,-53,-68,-54,2
-58,-60,-69,-55,-60,2
-59,-54,-66,-61,-79,2
-55,-58,-62,-54,-82,2
-43,-59,-58,-60,-76,2
-56,-58,-75,-51,-81,2
-60,-60,-67,-57,-60,2
-51,-56,0,-63,-76,2
-45,-67,-62,-62,-73,2
-54,-51,0,-56,-70,2
-40,-50,0,-63,-50,2
-31,-60,-61,-58,-60,2
-32,-55,-64,-55,-80,2
-38,-62,-64,-53,-62,2
-33,-65,-66,-58,-65,2
-56,-59,-72,-64,-75,2
-33,-52,-79,-62,-52,2
-61,-52,-65,-67,-84,2
-53,-59,-64,-55,-77,2
-59,-60,-58,-57,-74,2
-55,-60,-67,-52,-74,2
-56,-60,-63,-59,-75,2
-56,-53,-68,-57,-79,2
-57,-65,-66,-62,-72,2
-59,-59,0,-68,-59,2
-62,-64,-65,-63,-76,2
-65,-69,-65,-60,-72,2
-59,-70,0,0,-73,2
-63,-63,-62,-60,-71,2
-58,-58,-67,-65,-78,2
-65,-62,0,-66,-62,2
-65,-68,-57,-59,-68,2
-59,-61,-63,-59,-74,2
-64,-59,-56,-57,-59,2
-60,-63,-61,-66,-77,2
0,-58,-58,-55,-79,2
-61,-59,-68,-63,-74,2
-58,-56,0,-53,-56,2
-59,-65,-64,-54,-73,2
-60,-61,-61,-51,-73,2
-61,-65,-68,-39,-73,2
-62,-67,-62,-56,-73,2
-58,-61,-70,-53,-74,2
-62,-55,-63,-55,-73,2
-64,-62,0,-55,-75,2
-57,-60,0,-53,-69,2
-56,-57,-67,-57,-57,2
0,-68,-69,-54,-79,2
-69,-59,0,-38,-73,2
-66,-66,-71,-37,-79,2
0,-67,-61,-58,-78,2
-59,-56,0,-40,-74,2
-57,-57,-68,-61,-57,2
-58,-58,-68,-48,-70,2
-54,-60,-71,-42,-76,2
-57,-54,-67,-43,-69,2
-54,-61,-72,-52,-78,2
-55,-65,-71,-62,-65,2
-61,-54,-72,-50,-71,2
0,-58,-72,-41,-81,2
-41,-61,-67,-53,-78,2
-59,-59,-65,-55,-59,2
0,-62,-67,-41,-78,2
-57,-66,0,-53,-76,2
-56,-66,-66,-53,-66,2
0,-63,-67,-52,-77,2
-58,-71,-68,-53,-71,2
-55,-65,-68,-49,-65,2
-64,-61,-69,-43,-73,2
-66,-70,0,-56,-79,2
-54,-72,-68,-40,-80,2
0,-59,-62,-49,-76,2
-55,-61,0,-41,-80,2
-53,-67,-71,-54,-81,2
-55,-60,-71,-36,-60,2
-59,-60,0,-57,-85,2
-56,-60,-69,-61,-71,2
-53,-67,-69,-59,-86,2
-38,-60,-69,-57,-77,2
-59,-54,-63,-56,-79,2
-61,-53,-71,-67,-85,2
-59,-55,-62,-57,-74,2
-56,-63,-72,-57,-71,2
-66,-59,-71,-62,-73,2
-55,-58,-66,-59,-80,2
-68,-72,-59,-59,-76,2
0,-71,-63,-60,-71,2
-57,-62,0,-61,-75,2
-58,-66,-68,-56,-78,2
0,-63,-62,-63,-78,2
-57,-59,-67,-55,-75,2
-42,-54,-67,-56,-54,2
-41,-55,-60,-54,-81,2
-41,-56,-58,-60,-77,2
-60,-53,-57,-61,-79,2
0,-59,-59,-43,-59,2
-59,-59,-65,-61,-68,2
-54,-65,-63,-56,-75,2
-59,-57,-63,-58,-70,2
-57,-58,0,-60,-81,2
-66,-71,-65,-58,-71,2
-69,-64,0,-64,-64,2
-58,-62,-58,-64,-62,2
0,-62,-61,-58,-62,2
-53,-65,-68,-57,-65,2
-49,-60,-65,-52,-60,2
-43,-62,-66,-56,-62,2
-43,-70,-68,-71,-70,2
-60,-54,-70,-64,-54,2
0,-62,-64,-60,-62,2
-56,-69,-61,-56,-69,2
-53,-61,-64,-55,-61,2
-50,-57,-64,-68,-57,2
-54,-60,-63,-61,-60,2
-50,-57,-66,-54,-57,2
-53,-56,-69,-62,-56,2
-53,-62,-62,-56,-62,2
-42,-61,-64,-60,-61,2
-42,-64,-63,-62,-64,2
-45,-62,0,-63,-62,2
-45,-60,-62,-59,-60,2
-50,-63,-63,-62,-63,2
-54,-61,-64,-69,-61,2
-40,-57,-62,-65,-57,2
-43,-56,0,-64,-56,2
-41,-66,-65,-54,-66,2
-45,-61,-63,-62,-61,2
0,-55,-69,-56,-55,2
-51,-56,-70,-63,-56,2
-54,-60,-72,-65,-60,2
-56,-56,-73,-60,-56,2
-51,-58,-68,-67,-58,2
0,-63,-64,-60,-63,2
-51,-66,-63,-53,-66,2
-41,-56,-61,-60,-56,2
-42,-67,-59,-60,-67,2
-41,-70,-60,-56,-70,2
-43,-60,-61,-57,-60,2
-41,-57,-62,-54,-57,2
0,-60,0,-58,-60,2
-43,-64,-62,-66,-64,2
-37,-61,-66,-56,-61,2
0,-65,-63,-57,-65,2
-41,-61,-61,-55,-61,2
-42,-69,-71,-54,-69,2
-55,-68,-67,-56,-68,2
-60,-53,-65,-58,-53,2
-56,-57,-72,-61,-57,2
-42,-59,-58,-59,-59,2
-54,-61,-62,-50,-61,2
0,-66,-62,-52,-66,2
-55,-59,-65,-53,-59,2
-58,-68,-61,-54,-68,2
-52,-64,-65,-55,-64,2
0,-60,-68,-54,-60,2
-39,-59,-64,-53,-59,2
-54,-64,-75,-56,-64,2
-41,-56,-64,-55,-56,2
-42,-53,-63,-58,-53,2
-50,-62,-74,-56,-62,2
-64,-61,-65,-55,-61,2
-50,-61,-69,-66,-61,2
-70,-60,-69,-59,-60,2
-66,-59,-64,-60,-59,2
-51,-57,-61,-60,-57,2
-39,-70,-70,-58,-70,2
-50,-55,-60,-66,-55,2
-40,-59,-69,-60,-59,2
-56,-64,-66,-59,-64,2
-43,-55,0,-58,-55,2
-49,-56,0,-58,-56,2
-55,-63,-60,-61,-63,2
-62,-59,0,-62,-59,2
-62,-68,-67,-57,-68,2
-73,-67,-65,-61,-67,2
-59,-61,0,-51,-61,2
-65,-66,-68,-57,-66,2
-48,-56,-63,-59,-56,2
-54,-62,0,-54,-62,2
-41,-62,-55,-57,-62,2
-54,-66,-66,-56,-66,2
-52,-55,-62,-59,-55,2
-51,-55,-61,-54,-55,2
0,-62,-72,-55,-62,2
-57,-55,0,-49,-55,2
-55,-69,-59,-57,-69,2
-56,-62,-62,-56,-62,2
-65,-56,-61,-58,-56,2
-64,-66,-65,-61,-66,2
0,-69,-63,-55,-69,2
-41,-64,-76,-53,-64,2
-51,-66,-70,-39,-66,2
-50,-64,-68,-43,-64,2
-43,-63,0,-51,-63,2
-57,-61,0,-55,-61,2
-40,-52,0,-57,-52,2
-50,-51,0,-53,-51,2
-47,-63,-60,-58,-63,2
-60,-53,-65,-62,-53,2
-55,-62,-76,-56,-62,2
-64,-72,-68,-63,-72,2
-54,-63,0,-62,-63,2
-70,-59,-72,-53,-59,2
-60,-56,-62,-60,-56,2
-51,-61,-70,-59,-61,2
-64,-57,-63,-54,-57,2
-64,-58,-72,-59,-58,2
-59,-62,-65,-52,-62,2
-60,-64,-61,-57,-64,2
-45,-68,0,-51,-68,2
-60,-59,-68,-61,-59,2
-59,-59,-78,-60,-59,2
-66,-64,-64,-68,-64,2
0,-65,-66,-60,-65,2
0,-55,-62,-52,-55,2
-54,-62,-76,-57,-62,2
-52,-50,-74,-55,-50,2
-60,-53,-70,-60,-53,2
-41,-53,0,-61,-53,2
0,-53,-66,-58,-53,2
-42,-61,-72,-59,-61,2
-56,-60,-58,-55,-60,2
-56,-62,-60,-56,-62,2
-54,-58,-66,-57,-58,2
-63,-63,-74,-55,-63,2
-60,-62,-68,-52,-62,2
-53,-55,-64,-56,-55,2
-54,-56,-72,-55,-56,2
-40,-61,-65,-39,-61,2
-62,-63,-68,-59,-63,2
-56,-70,-63,-53,-70,2
-41,-57,-72,-61,-57,2
-40,-64,-63,-61,-64,2
-50,-64,0,-64,-64,2
-59,-64,-70,-59,-64,2
-58,-54,-69,-60,-54,2
-59,-57,-64,-77,-57,2
-54,-64,-62,-52,-64,2
-45,-63,-67,-59,-63,2
-55,-60,-65,-55,-60,2
-55,-62,-72,-58,-62,2
-55,-64,-64,-56,-64,2
-62,-60,-64,-63,-60,2
-55,-60,-69,-57,-60,2
-57,-77,-65,-53,-77,2
0,-60,-67,-51,-60,2
-54,-67,-75,-58,-67,2
-44,-58,-67,-60,-58,2
-56,-72,0,-53,-72,2
-59,-64,-74,-59,-64,2
-55,-60,-59,-61,-60,2
-51,-67,0,-56,-67,2
-49,-66,-55,-61,-66,2
-61,-67,-67,-54,-67,2
-60,-72,-74,-61,-72,2
-55,-72,-70,-61,-72,2
-61,-61,-67,-57,-61,2
-65,-59,0,-63,-59,2
0,-61,-66,-64,-61,2
-56,-56,-64,-55,-56,2
-55,-63,0,-62,-63,2
-66,-61,-75,-63,-61,2
-57,-61,-71,-62,-61,2
-64,-61,0,-62,-61,2
0,-62,-68,-58,-62,2
-57,-65,-61,-59,-65,2
-62,-58,-60,-57,-58,2
-52,-64,-67,-54,-64,2
-62,-60,-56,-57,-60,2
-53,-63,-56,-58,-63,2
-54,-62,-71,-55,-62,2
-57,-63,-58,-55,-63,2
-57,-66,-60,-49,-66,2
-56,-63,-67,-60,-63,2
-57,-56,-69,-54,-56,2
0,-54,-62,-60,-54,2
-41,-60,-75,-55,-60,2
-33,-50,-66,-58,-50,2
-42,-58,-65,-62,-58,2
-50,-61,-62,-58,-61,2
-43,-63,-70,-54,-63,2
0,-64,-69,-64,-64,2
-58,-56,-64,-74,-56,2
-55,-63,-64,-75,-63,2
0,-54,-64,-57,-54,2
-65,-60,-67,-58,-60,2
-67,-63,0,-56,-63,2
-63,-53,-68,-57,-53,2
-55,-63,-69,-63,-63,2
-55,-56,-61,-57,-56,2
-59,-51,-63,-60,-51,2
-53,-56,-64,-67,-56,2
-44,-58,-61,-53,-58,2
-45,-63,-64,-53,-63,2
-41,-55,-68,-59,-55,2
-37,-50,-67,-64,-50,2
-42,-66,-64,-61,-66,2
-43,-59,-65,-55,-59,2
-58,-62,-66,-62,-62,2
0,-65,-70,-58,-65,2
-62,-68,-62,-59,-68,2
-69,-62,-65,-57,-62,2
0,-71,-58,-60,-71,2
-60,-65,-64,-56,-65,2
-57,-61,-69,-59,-61,2
0,-65,-74,-67,-65,2
-74,-71,-68,-64,-71,2
-73,-68,-64,-65,-68,2
-60,-62,-69,-56,-62,2
-57,-70,-64,-56,-70,2
-59,-69,-64,-59,-69,2
-56,-68,-78,-53,-68,2
-46,-66,-69,-63,-66,2
-53,-69,-67,-63,-69,2
0,-67,-76,-56,-67,2
-55,-64,-66,-54,-64,2
-58,-60,-64,-62,-60,2
-43,-58,-70,-54,-58,2
-43,-60,-60,-49,-60,2
-42,-57,-62,-64,-57,2
-39,-66,-57,-57,-66,2
-61,-59,-73,-56,-59,2
-54,-57,0,-62,-57,2
-56,-69,-63,-57,-69,2
-62,-54,-63,-61,-54,2
-57,-56,-65,-64,-56,2
-58,-56,-65,-55,-56,2
-55,-54,-69,-52,-54,2
-60,-66,-56,-65,-66,2
-56,-70,-63,-52,-70,2
-64,-60,-69,-56,-60,2
-53,-63,0,-62,-63,2
-57,-63,-65,-59,-63,2
-55,-65,-60,-63,-65,2
-68,-63,-73,-62,-63,2
-58,-68,-68,-65,-68,2
-55,-70,-67,-71,-70,2
-66,-61,-59,-56,-61,2
-55,-54,-55,-62,-54,2
-67,-62,-64,-63,-62,2
-59,-67,-67,-59,-67,2
-54,-62,0,-55,-62,2
-61,-65,-69,-62,-65,2
-57,-70,0,-63,-70,2
-62,-60,-68,-55,-60,2
-36,-57,-64,-57,-57,2
0,-56,-63,-61,-56,2
-51,-56,-69,-59,-56,2
-42,-63,-67,-64,-63,2
-60,-66,-64,-41,-66,2
-60,-65,-70,-61,-65,2
-42,-55,-63,-62,-55,2
-49,-57,0,-57,-57,2
-40,-58,-64,-64,-58,2
-43,-60,-62,-56,-60,2
-54,-67,-67,-55,-67,2
-44,-62,-61,-53,-62,2
-44,-55,-66,-57,-55,2
-52,-61,-68,-57,-61,2
-54,-63,-64,-68,-63,2
-46,-64,-64,-67,-64,2
-53,-56,0,-54,-56,2
